iter	Logloss
228	0.0001463102083
229	0.0001463053532
230	0.0001463004986
231	0.0001462992876
232	0.0001462980731
233	0.0001462968587
234	0.0001462920717
235	0.0001462872182
236	0.0001462823651
237	0.0001462775123
238	0.00014627266
239	0.0001462667121
240	0.0001462667121
241	0.0001462607495
242	0.0001462595441
243	0.0001462583387
244	0.0001462534878
245	0.0001462475417
246	0.0001462415961
247	0.0001462367465
248	0.0001462318973
249	0.0001462270484
250	0.0001462211104
251	0.0001462114628
252	0.0001462055205
253	0.0001462043113
254	0.0001461850434
255	0.0001461801982
256	0.0001461742434
257	0.0001461683045
258	0.0001461634605
259	0.0001461634605
260	0.0001461440878
261	0.0001461345375
262	0.0001461151589
263	0.0001460958981
264	0.0001460766435
265	0.0001460766435
266	0.0001460572987
267	0.0001460572987
268	0.0001460572987
269	0.0001460379603
270	0.0001460186283
271	0.0001459993028
272	0.000145997818
273	0.0001459784993
274	0.0001459689008
275	0.0001459689008
276	0.0001459593782
277	0.0001459593782
278	0.0001459593782
279	0.0001459497247
280	0.0001459401203
281	0.0001459305174
282	0.0001459256928
283	0.0001459256928
284	0.0001459208687
285	0.0001459112133
286	0.0001459015595
287	0.0001458919628
288	0.0001458871414
289	0.0001458871414
290	0.0001458774915
291	0.0001458679091
292	0.0001458583179
293	0.0001458534991
294	0.0001458534991
295	0.0001458486808
296	0.0001458390926
297	0.0001458342754
298	0.0001458294586
299	0.0001458176411
300	0.0001458080021
301	0.000145784376
302	0.00014577475
303	0.0001457651175
304	0.0001457554947
305	0.0001457460053
306	0.0001457364329
307	0.0001457268146
308	0.000145717198
309	0.0001457054117
310	0.0001456957901
311	0.0001456945945
312	0.0001456849828
313	0.0001456614231
314	0.0001456602294
315	0.0001456590357
316	0.0001456472187
317	0.0001456354342
318	0.0001456236631
319	0.0001456118831
320	0.000145610689
321	0.0001456094962
322	0.0001456083021
323	0.000145598703
324	0.0001455963365
325	0.0001455845312
326	0.0001455727583
327	0.0001455609989
328	0.0001455598057
329	0.0001455502138
330	0.0001455384585
331	0.0001455266942
332	0.0001455171072
333	0.0001455053469
334	0.0001455041512
335	0.0001454945676
336	0.0001454930994
337	0.0001454835176
338	0.0001454823259
339	0.0001454727459
340	0.0001454715557
341	0.0001454703655
342	0.0001454679826
343	0.0001454679826
344	0.0001454584049
345	0.0001454488288
346	0.0001454488288
347	0.0001454476391
348	0.0001454476391
349	0.0001454452781
350	0.0001454440871
351	0.0001454428962
352	0.0001454428962
353	0.0001454428962
354	0.0001454428962
355	0.0001454333226
356	0.0001454237507
357	0.0001454225532
358	0.0001454213627
359	0.0001454201722
360	0.0001454106024
361	0.0001454010341
362	0.0001453914674
363	0.0001453819023
364	0.0001453723388
365	0.0001453711424
366	0.0001453687519
367	0.0001453687519
368	0.0001453663615
369	0.0001453663615
370	0.0001453651652
371	0.0001453627749
372	0.000145361582
373	0.0001453591919
374	0.0001453568019
375	0.0001453568019
376	0.0001453568019
377	0.000145354412
378	0.0001453520222
379	0.0001453496324
380	0.0001453496324
381	0.0001453472428
382	0.0001453448533
383	0.0001453436574
384	0.0001453424615
385	0.0001453412668
386	0.0001453412668
387	0.0001453388776
388	0.0001453388776
389	0.0001453364884
390	0.0001453174894
391	0.0001453163022
392	0.0001452971973
393	0.0001452971973
394	0.0001452971973
395	0.0001452971973
396	0.0001452971973
397	0.0001452971973
398	0.0001452960024
399	0.0001452960024
400	0.0001452936149
401	0.00014529242
402	0.0001452900327
403	0.0001452876455
404	0.0001452852908
405	0.0001452661961
406	0.0001452661961
407	0.0001452661961
408	0.0001452661961
409	0.0001452661961
410	0.0001452661961
411	0.0001452471986
412	0.0001452471986
413	0.0001452448131
414	0.0001452448131
415	0.0001452257315
416	0.0001452257315
417	0.0001452233469
418	0.0001452233469
419	0.0001452209624
420	0.0001452019792
421	0.0001451996279
422	0.0001451996279
423	0.0001451972767
424	0.0001451949255
425	0.0001451949255
426	0.0001451925745
427	0.0001451911128
428	0.0001451720484
429	0.0001451696659
430	0.0001451684804
431	0.0001451494234
432	0.0001451482326
433	0.0001451458512
434	0.0001451458512
435	0.000145143502
436	0.000145141153
437	0.000145138804
438	0.0001451364552
439	0.0001451335343
440	0.0001451320739
441	0.0001451320739
442	0.0001451320739
443	0.0001451320739
444	0.0001451297253
445	0.0001450536875
446	0.0001450513419
447	0.0001450489964
448	0.000145046651
449	0.0001450276337
450	0.0001450252891
451	0.0001450229447
452	0.0001450229447
453	0.0001450229447
454	0.0001450229447
455	0.0001450039351
456	0.0001450039351
457	0.0001450015915
458	0.0001449992479
459	0.000144980246
460	0.000144980246
461	0.0001449779033
462	0.0001449764463
463	0.0001449574518
464	0.00014495511
465	0.0001449527683
466	0.0001449504267
467	0.0001449475138
468	0.0001449475138
469	0.0001449451723
470	0.000144942831
471	0.0001449399185
472	0.0001449375773
473	0.0001449352363
474	0.0001449337802
475	0.000144930868
476	0.0001449261227
477	0.0001449237502
478	0.0001449213778
479	0.0001449190373
480	0.0001449161259
481	0.0001449113817
482	0.0001449090097
483	0.0001449066698
484	0.0001449037588
485	0.0001449014191
486	0.0001448990794
487	0.0001448967079
488	0.0001448967079
489	0.0001448967079
490	0.0001448967079
491	0.0001448943366
492	0.0001448848519
493	0.0001448825128
494	0.0001448825128
495	0.0001448825128
496	0.0001448801739
497	0.000144877835
498	0.000144877835
499	0.0001448754962
